Name: , Address: 4a:7e:ca:b9:d7:4e, manufacturer data: 4c0010050318e40a5e
Name: , Address: 35:c3:95:52:db:f4, manufacturer data: 060001092002c5075d5fcf31c7b65fd3c5ae22b40e182ba3f8efeb90f6
Name: , Address: 6a:29:f8:d9:bf:6a, serviceUUID: 0000fe9f-0000-1000-8000-00805f9b34fb
Name: N0384, Address: 4f:40:89:61:b1:9a, serviceUUID: 0000feaf-0000-1000-8000-00805f9b34fb
Name: , Address: 4f:0f:0f:b0:51:c6, serviceUUID: 0000fe9f-0000-1000-8000-00805f9b34fb
Name: , Address: b8:78:2e:06:c9:dc, manufacturer data: 4c00090603170a000102
Name: , Address: 53:df:d0:20:03:ef, manufacturer data: 4c00100507146051b6
Name: , Address: 15:15:3e:8e:c4:53, manufacturer data: 4c00090603b80a00004d
Name: , Address: e8:73:20:0e:ff:cb, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 5c:53:d8:2b:61:79, manufacturer data: 4c001005171c4fe977
Name: , Address: 11:33:eb:ca:a7:f8, manufacturer data: 4c000906030a0a000053
Name: , Address: 2d:4c:89:88:e4:07, manufacturer data: 0600010920022146a4629e56cebdfc8a94ffbc05cd7fdc718a8c2765ef
Name: , Address: 94:6c:0e:a4:5b:21, manufacturer data: 4c00021574278bdab64445208f0c720eaf05993500002a2ac5
Name: , Address: 64:2a:ac:ea:e1:52, manufacturer data: 4c001005131c78ea89
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c000c0e008080700aaba3fdc1a352031b4e1005031c932219
Name: , Address: 54:e6:3a:2d:21:b0, manufacturer data: 4c0010051a1c926aca
Name: , Address: 56:42:2e:bd:fe:cb, manufacturer data: 4c0010051b1cd17aa5
Name: butterfleye_7f:8c:ab:1d, Address: e8:55:72:1b:50:e6
Name: , Address: 56:79:b7:2d:0b:2f, manufacturer data: 4c00100503182319a2, txPower: 7
Name: , Address: 54:e6:3a:2d:21:b0, manufacturer data: 4c0010051a1c926aca
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c001005031c932219, txPower: 12
Name: , Address: 5f:47:e2:e5:f5:a4, manufacturer data: 4c001005131cb397e1, txPower: 12
Name: , Address: 6d:5b:cb:d9:83:ca, manufacturer data: 4c0010060a1ee24c8602, txPower: 12
Name: , Address: 67:7f:ff:fb:e3:cf, manufacturer data: 4c0010051a18fea90f
Name: , Address: 56:42:2e:bd:fe:cb, manufacturer data: 4c0010051b1cd17aa5
Name: , Address: 7a:38:f5:3e:dd:ef, manufacturer data: 4c001005111825e5f5
Name: , Address: 6e:c4:77:7d:c1:bf, manufacturer data: 4c000d041889deaa10051a1c32b9b2
Name: , Address: 56:e6:75:26:4a:3a, manufacturer data: 4c001005131888dc5b
Name: butterfleye_7f:8c:ab:1d, Address: e8:55:72:1b:50:e6
Name: , Address: 5f:31:81:d6:a5:72, manufacturer data: 4c0010050b1c65b695
Name: , Address: 78:72:78:8c:48:33, manufacturer data: 4c0010067b1e7e4a8c89, txPower: 7
Name: , Address: 79:6c:4a:28:5d:61, manufacturer data: 4c000c0e08d30ed6e0c5251be09841f5ccd61006331edfa61b9c
Name: , Address: 61:b1:23:be:ee:93, manufacturer data: 4c0010050b1ca8f384
Name: , Address: 6d:2b:98:e6:16:f2, manufacturer data: 4c0010050198848ee9
Name: , Address: 42:d5:3d:a1:2d:1c, manufacturer data: 4c001005131c4d245b, txPower: 12
Name: , Address: 4b:ec:62:3f:40:81, manufacturer data: 4c0010050198762b3e, txPower: 24
Name: , Address: 53:06:55:5a:94:67, manufacturer data: 4c001005031c8de257, txPower: 12
Name: , Address: 60:2d:25:e3:b0:90, manufacturer data: 4c0010050198d845b7
Name: , Address: 4c:ca:af:a2:6a:8d, manufacturer data: 4c001005131c040321
Name: , Address: 76:b1:8f:77:53:16, manufacturer data: 4c0010061a1e129bc822, txPower: 12
Name: , Address: 67:4e:b5:1e:02:7d, manufacturer data: 4c001006131e0c84474f, txPower: 12
Name: , Address: 7c:63:e0:95:8c:26, manufacturer data: 4c0010061a1e93ea3468, txPower: 12
Name: , Address: 40:41:eb:23:e4:0b, manufacturer data: 4c001005031817c739
Name: , Address: 68:2b:2d:cc:ed:3a, manufacturer data: 4c0010051a187e99fd
Name: , Address: 43:36:ba:2e:4c:55, manufacturer data: 4c001006111aba8d9c1e, txPower: 12
Name: , Address: 5d:75:23:ad:8d:46, manufacturer data: 4c0010050a18dddb15
Name: , Address: 48:6c:65:af:ae:e1, manufacturer data: 4c00100501986669d9
Name: , Address: 9c:8c:6e:1a:f3:95, manufacturer data: 750042040180609c8c6e1af3959e8c6e1af39401dcd600000000
Name: , Address: 45:4a:d7:28:85:1e, manufacturer data: 4c0010051a18be8a9d
Name: , Address: 75:1b:6c:dd:0f:e0, serviceUUID: 0000fea0-0000-1000-8000-00805f9b34fb
Name: , Address: 5d:cb:a7:bb:52:78, manufacturer data: 4c0010063a1eab179e5b, txPower: 7
Name: , Address: 66:d5:43:95:37:bb, manufacturer data: 4c0010061a1ed20e8bf7, txPower: 12
Name: , Address: 7e:09:b2:01:73:13, serviceUUID: 0000fea0-0000-1000-8000-00805f9b34fb
Name: , Address: 41:02:9e:6c:34:5a, manufacturer data: 4c001005131c349259
Name: , Address: 0b:ad:06:e8:30:c7, manufacturer data: 4c000512000000000000000001003d65830000000000
Name: , Address: 6a:ee:91:46:74:32, manufacturer data: 4c001005131c801543
Name: , Address: 50:35:48:e7:8d:89, manufacturer data: 4c001005031c03c00f
Name: , Address: 73:95:e1:d9:cb:4b, manufacturer data: 4c001005011823ffdc
Name: , Address: 79:26:36:f7:1a:ea, manufacturer data: 4c00100513189977b9
Name: , Address: 59:44:74:31:4f:21, manufacturer data: 4c0010050318466146
Name: , Address: 75:ab:07:37:d4:54, manufacturer data: 4c0010050318492ce4
Name: , Address: 5d:fd:ce:84:7a:cf, manufacturer data: 4c001005031cf40f31
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c001005031c932219, txPower: 12
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: 41:4e:2b:c7:e1:e9, manufacturer data: 4c001005131c6868d5, txPower: 12
Name: , Address: 57:cb:23:7e:3e:a9, manufacturer data: 4c000c0e006e8a1d818578847c7bc810ae3f10055b1c29786c
Name: , Address: 69:e9:6f:2f:62:7d, manufacturer data: 4c001005071cfbcdbd
Name: , Address: 59:44:74:31:4f:21, manufacturer data: 4c0010050318466146
Name: , Address: 67:95:7c:cd:5e:a9, manufacturer data: 4c0010051b1c4dfa9d
Name: , Address: 7d:ed:f4:91:88:82, manufacturer data: 4c001006131eef42c27d, txPower: 12
Name: , Address: 73:35:c6:48:e6:33, manufacturer data: 4c0010060a1ee4baaaa3, txPower: 12
Name: , Address: 46:d1:46:b8:dc:c6, manufacturer data: 4c00100501983feed2, txPower: 24
Name: , Address: 5d:fd:ce:84:7a:cf, manufacturer data: 4c001005031cf40f31
Name: , Address: fe:83:65:ce:31:8c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 51:dd:71:0a:b1:32, manufacturer data: 4c001005131c6ef962
Name: , Address: 2c:41:a1:53:19:40, manufacturer data: 010a410077604d8102, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 61:ce:26:9a:19:78, manufacturer data: 4c0010062b1ae4fe396b, txPower: 7
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab564, txPower: 12
Name: , Address: 58:80:3c:3e:4e:9a
Name: , Address: 41:ec:9b:9b:f9:b6, manufacturer data: 4c0010063a1e1fa9d539, txPower: 7
Name: , Address: c8:d0:83:d9:5c:a3, manufacturer data: 4c0010020100
Name: , Address: 79:8e:1a:d5:af:fe, manufacturer data: 4c001005131c331aa9
Name: , Address: 41:1b:0a:fc:8b:d9, manufacturer data: 4c001005031c31bd9b
Name: , Address: 70:fe:7f:85:91:89, manufacturer data: 4c001006131eb889971c, txPower: 12
Name: , Address: 4a:2c:31:71:d7:12, manufacturer data: 4c001006111a8347478e, txPower: 12
Name: , Address: 0f:fd:30:27:e5:ed, manufacturer data: 4c0009060304c0a8024c
Name: , Address: 74:60:1a:22:8f:1b, manufacturer data: 4c0010050a18dd4e99
Name: , Address: 5a:41:87:b7:b3:ad, manufacturer data: 4c001005031c2ff100
Name: , Address: 4f:b7:c3:1f:a9:7c, manufacturer data: 4c0010050a1ca176a2
Name: , Address: 40:97:0e:f9:0e:9b, manufacturer data: 4c001005131cd1183c
Name: , Address: 6a:5c:37:d6:cf:d6, manufacturer data: 4c001005131c4d0b95
Name: , Address: 79:44:d2:c5:45:36, manufacturer data: 4c0010050118c124d3
Name: , Address: 78:81:27:71:38:00, manufacturer data: 4c00100501981d0a68, txPower: 24
Name: , Address: 79:0e:9a:92:b0:5d, manufacturer data: 4c0010050718ad2fcc
Name: , Address: c8:d0:83:e0:d4:77, manufacturer data: 4c001005011061e71a
Name: , Address: 5c:66:70:e9:e1:db, manufacturer data: 4c001005031cfdeac0
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 5a:2b:d9:28:17:20, manufacturer data: 4c001006031e6462b456, txPower: 12
Name: , Address: 63:13:7c:38:50:4c, manufacturer data: 4c001005011ca99674
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 69:95:bd:31:90:f6, manufacturer data: 4c00100501184cb84c, txPower: 24
Name: , Address: 6f:a0:61:72:7e:a9, manufacturer data: 4c001005031c999d26
Name: , Address: 50:0d:76:5e:aa:c4, manufacturer data: 4c0010051318f8ebad
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005071cc363d5
Name: , Address: 68:0a:6b:84:b3:6b, manufacturer data: 4c001005071c83dd83
Name: , Address: 46:5c:90:9c:94:7f, manufacturer data: 4c001005031ceb619f
Name: , Address: 72:34:6a:34:33:8d, manufacturer data: 4c0010051b1c9e8b3b
Name: , Address: 4a:11:ba:1d:01:23, manufacturer data: 4c0010061a1e56505109, txPower: 12
Name: , Address: 77:0d:1e:5b:71:03, manufacturer data: 4c001005031ca806c4
Name: , Address: 38:98:66:a2:fb:0d, manufacturer data: 4c00090603d5c0a80235
Name: , Address: 66:d1:de:b9:c5:3f, manufacturer data: 4c0010050a1cb7c8f0
Name: , Address: 6e:ec:52:b1:df:79, manufacturer data: 4c0010061a1ef75c3152, txPower: 12
Name: , Address: 69:a0:6e:9c:0f:b2, manufacturer data: 4c001005019894a2bf, txPower: 24
Name: , Address: 7e:1b:81:2a:af:ca, manufacturer data: 4c00100501184dd8e6, txPower: 24
Name: , Address: 76:59:87:28:c0:a0, manufacturer data: 4c0010064b1e73b74a6e, txPower: 12
Name: , Address: 2c:41:a1:53:04:49, manufacturer data: 010b01004003434097, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 73:be:2e:94:f3:8c, manufacturer data: 4c001005131862db19
Name: , Address: 2c:41:a1:a2:44:3c, manufacturer data: 010a410082a0b4fb4c, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 52:e3:72:e7:42:42, manufacturer data: 4c001005031c2a43e6
Name: , Address: 47:35:04:f9:76:71, manufacturer data: 4c000c0e00af34e0a5c22fb42e4c4cc5bdbb10067b1ef599fc82
Name: , Address: 7f:61:5f:90:5e:50, manufacturer data: 4c000c0e08abad0977bf3be75c575186f4a410064a1ec9e9126d
Name: , Address: 63:f9:4d:cd:70:78, manufacturer data: 4c000215446a9a3336670c5fe0e629588785e04000010001c5
Name: , Address: 76:8c:2b:04:d2:c3, manufacturer data: 4c000c0e005f7ab74430be7f75dce811a44010050e18996235
Name: , Address: 54:18:84:2b:a5:47, manufacturer data: 4c001005111ca766cb
Name: , Address: 40:cb:36:28:89:4d, manufacturer data: 4c0010054e1c0f7e87, txPower: 12
Name: , Address: 7d:ed:f4:91:88:82, manufacturer data: 4c001006571eef42c279, txPower: 12
Name: , Address: 47:35:04:f9:76:71, manufacturer data: 4c000c0e00af34e0a5c22fb42e4c4cc5bdbb10067b1ef599fc82
Name: , Address: 53:c7:87:b9:ec:0c, manufacturer data: 4c000c0e00800002a19b462187e1942cb7d410050b1c412abf
Name: , Address: 7f:61:5f:90:5e:50, manufacturer data: 4c000c0e08acad6ff90cca203a0553610b4b10064b1ec9e9126d
Name: , Address: 72:34:6a:34:33:8d, manufacturer data: 4c001005131c9e8b3b
Name: , Address: 40:cb:c0:d1:e8:44, manufacturer data: 4c00100501106f0a08, txPower: 12
Name: , Address: 76:6d:f2:9a:77:d6, manufacturer data: 4c001005131cca4afb
Name: , Address: 73:5c:37:9f:83:02, manufacturer data: 4c0010050318af3784
Name: , Address: 73:c6:25:25:e1:d0, manufacturer data: 4c001006131e588f2855, txPower: 12
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005071cc363d5
Name: , Address: 35:68:40:84:a7:1e, manufacturer data: 4c000906035ac0a80147
Name: , Address: d8:e0:e1:39:03:2b, manufacturer data: 7500420401016fd8e0e139032bdae0e139032a0155b82c160000
Name: , Address: 52:79:ed:a4:02:6c, manufacturer data: 4c001006231e0e8eb63c, txPower: 7
Name: , Address: 45:ad:da:f3:6c:54, manufacturer data: 4c001005131c206e07
Name: , Address: 4f:69:37:e7:97:64, manufacturer data: 4c00100501984eaf8a
Name: , Address: 45:2f:5a:59:cd:c0, manufacturer data: 4c0010051b18dce2fa
Name: , Address: 74:9a:60:a6:4f:f7, manufacturer data: 4c001005011c098e62
Name: , Address: 7d:b0:6a:6e:61:34, manufacturer data: 4c001005131ccf2597
Name: , Address: 48:54:de:9f:c0:48, manufacturer data: 4c001005131ce68a83
Name: , Address: e6:db:47:19:27:a3, appearance: 56359, manufacturer data: 9e0416, serviceUUID: 00001828-0000-1000-8000-00805f9b34fb
Name: , Address: 67:57:09:ac:9f:b8, manufacturer data: 4c001005131c2dbe3a
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 4f:60:e3:25:e9:6e, manufacturer data: 4c001005171c434d7d
Name: , Address: 4b:81:ef:91:e1:83, manufacturer data: 4c000c0e0050097ccc0771e13ed827e4a5bc1005019842a352
Name: , Address: 54:9e:ab:88:66:48, manufacturer data: 4c001005131cee93ca
Name: , Address: 5b:86:49:81:34:82, manufacturer data: 4c000c0e00a3d778c796f96eb89f06ba92ae10051b1c6805f4
Name: , Address: 67:bf:bf:c6:28:79, manufacturer data: 4c0010066b1e59e5bf35, txPower: 7
Name: , Address: 59:9c:fe:52:4c:2b, manufacturer data: 4c0010062a1e1baa0052, txPower: 8
Name: , Address: 61:41:cb:dd:8e:5b, manufacturer data: 4c0010050a1c19a383
Name: , Address: 54:b6:5f:df:05:10, manufacturer data: 4c0010050318fbf7d8, txPower: 12
Name: , Address: 27:e4:2b:d4:b5:3d, manufacturer data: 4c0009060318c0a80186
Name: , Address: 5f:66:d9:ff:f7:54
Name: , Address: 5a:c4:54:cf:6b:16, manufacturer data: 4c0010051118aae16d
Name: , Address: 59:85:bf:3a:88:f5, manufacturer data: 4c0010051318fa571c
Name: , Address: 52:0f:24:45:26:56, manufacturer data: 4c001005031cac138d
Name: , Address: 6e:bb:8b:01:5f:66, manufacturer data: 4c0010050a1850134f
Name: , Address: 5a:ef:3b:38:9b:f7, manufacturer data: 4c0010051a1ca8fafd
Name: , Address: 9c:20:7b:cf:69:a2, manufacturer data: 4c0009060216c0a83490
Name: , Address: 08:e6:cd:0c:5b:96, serviceUUID: 0000feaa-0000-1000-8000-00805f9b34fb
Name: , Address: 60:91:76:d2:cd:f4, manufacturer data: 4c00100501984c8103
Name: , Address: 66:fc:4d:05:43:87, manufacturer data: 4c000c0e00baa67d2a6682a0492656a759751005011858c605
Name: , Address: 08:e6:cd:0c:5b:96, serviceUUID: 0000feaa-0000-1000-8000-00805f9b34fb
Name: , Address: 5f:66:d9:ff:f7:54
Name: , Address: 66:5a:b2:48:28:b9, manufacturer data: 4c000c0e006da898e020ebfbd576dbf08ce010065b1edad2e242
Name: , Address: 9c:20:7b:cf:69:a2, manufacturer data: 4c0009060216c0a83490
Name: , Address: 5a:ef:3b:38:9b:f7, manufacturer data: 4c0010051a1ca8fafd
Name: , Address: 54:18:84:2b:a5:47, manufacturer data: 4c001005111ca766cb
Name: , Address: 54:b6:5f:df:05:10, manufacturer data: 4c0010050318fbf7d8, txPower: 12
Name: , Address: 6e:bb:8b:01:5f:66, manufacturer data: 4c0010050a1850134f
Name: , Address: 27:e4:2b:d4:b5:3d, manufacturer data: 4c0009060318c0a80186
Name: , Address: 61:85:fc:3a:7e:6e, manufacturer data: 4c0010050318a6f27f
Name: , Address: d0:03:4b:14:43:c2, manufacturer data: 4c001005011045171b
Name: , Address: 59:9c:fe:52:4c:2b, manufacturer data: 4c0010062a1e1baa0052, txPower: 8
Name: , Address: 5f:1b:7d:2f:13:58, manufacturer data: 4c001006131a68b4311d, txPower: 12
Name: , Address: 4c:87:5d:22:1a:af, manufacturer data: 010b0100e3249cd1ba, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 5b:86:49:81:34:82, manufacturer data: 4c000c0e00a4d71c347ee6c0b9793d73fadc10051b1c6805f4
Name: , Address: 67:bf:bf:c6:28:79, manufacturer data: 4c0010062a1e59e5bf35, txPower: 7
Name: , Address: 40:cb:c0:d1:e8:44, manufacturer data: 4c00100501106f0a08, txPower: 12
Name: , Address: 54:9e:ab:88:66:48, manufacturer data: 4c001005131cee93ca
Name: , Address: 60:91:76:d2:cd:f4, manufacturer data: 4c00100501984c8103
Name: , Address: 5a:c4:54:cf:6b:16, manufacturer data: 4c0010051118aae16d
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 59:85:bf:3a:88:f5, manufacturer data: 4c0010051318fa571c
Name: , Address: 4c:87:5d:22:33:bc, manufacturer data: 010a41002d78c4fe82, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 69:83:08:b9:41:1e, manufacturer data: 4c00100501983e4000
Name: , Address: 61:41:cb:dd:8e:5b, manufacturer data: 4c0010050a1c19a383
Name: , Address: 69:04:94:1c:a6:4e, manufacturer data: 4c0010051b1c2ab0d5
Name: , Address: 76:8c:2b:04:d2:c3, manufacturer data: 4c0010050e18996235
Name: , Address: 35:68:40:84:a7:1e, manufacturer data: 4c000906035ac0a80147
Name: , Address: 4a:c2:e2:fd:43:75, manufacturer data: 4c000c0e005735a94ec82fd786a58330809b10050318fa9ea3
Name: , Address: c8:eb:ed:d6:9e:38, appearance: 2000, manufacturer data: ee03389ed6edebc8, serviceUUID: 00006666-0000-1000-8000-00805f9b34fb
Name: , Address: 51:3f:5a:fa:31:47, manufacturer data: 4c0010051a1c64bb03
Name: , Address: 4f:60:e3:25:e9:6e, manufacturer data: 4c000c0e0057de9314e8f5d5c6c151651bd110051b1c434d7d
Name: , Address: 41:a1:f6:05:12:6f, manufacturer data: 4c001005071876a5d5
Name: , Address: 55:76:b9:1e:c8:bb, manufacturer data: 4c001005411c1c42c6, txPower: 12
Name: , Address: 6a:d4:92:a4:95:e5, manufacturer data: 4c001005131c0251d9
Name: , Address: 75:6f:27:d5:fb:76, manufacturer data: 4c0010050190ed448e
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c000c0e008480d713b8bc206a00b0c03afb10054b1c932219
Name: , Address: 75:62:0b:72:be:75, manufacturer data: 4c001006131e5fc524f0, txPower: 12
Name: , Address: 5f:78:19:b3:0d:43, manufacturer data: 4c001005471cd18631, txPower: 12
Name: , Address: 6e:bb:8b:01:5f:66, manufacturer data: 4c0010050a1850134f
Name: , Address: 67:bf:bf:c6:28:79, manufacturer data: 4c000c0e00920842730769e49e65998771cc10066b1e59e5bf31
Name: , Address: 9c:20:7b:cf:69:a2, manufacturer data: 4c0009060216c0a83490
Name: , Address: 59:9c:fe:52:4c:2b, manufacturer data: 4c0010062a1e1baa0052, txPower: 8
Name: , Address: 40:cb:c0:d1:e8:44, manufacturer data: 4c00100501106f0a08, txPower: 12
Name: , Address: 51:3f:5a:fa:31:47, manufacturer data: 4c0010051a1c64bb03
Name: , Address: 61:41:cb:dd:8e:5b, manufacturer data: 4c0010050a1c19a383
Name: , Address: 76:8c:2b:04:d2:c3, manufacturer data: 4c0010050e18996235
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c000c0e008480d713b8bc206a00b0c03afb1005471c932219
Name: , Address: 27:e4:2b:d4:b5:3d, manufacturer data: 4c0009060318c0a80186
Name: , Address: 72:34:6a:34:33:8d, manufacturer data: 4c001005171c9e8b3b
Name: , Address: 4c:87:5d:22:1a:af, manufacturer data: 010b0100e3249cd1ba, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 6a:d4:92:a4:95:e5, manufacturer data: 4c001005131c0251d9
Name: , Address: 66:5a:b2:48:28:b9, manufacturer data: 4c000c0e006da898e020ebfbd576dbf08ce010065b1edad2e242
Name: , Address: 47:33:0c:c5:6e:2c, manufacturer data: 4c000c0e00e65f17b467cef9c29eefb09de710050118ca9658
Name: , Address: 54:9e:ab:88:66:48, manufacturer data: 4c001005131cee93ca
Name: , Address: 4f:60:e3:25:e9:6e, manufacturer data: 4c001005131c434d7d
Name: , Address: 65:7a:b0:a5:67:a7, manufacturer data: 4c0010051a1c9d4573, txPower: 12
Name: , Address: 54:18:84:2b:a5:47, manufacturer data: 4c001005111ca766cb
Name: , Address: 4a:c2:e2:fd:43:75, manufacturer data: 4c0010050318fa9ea3
Name: , Address: 35:68:40:84:a7:1e, manufacturer data: 4c000906035ac0a80147
Name: , Address: 61:85:fc:3a:7e:6e, manufacturer data: 4c0010050318a6f27f
Name: , Address: 55:76:b9:1e:c8:bb, manufacturer data: 4c001005411c1c42c6, txPower: 12
Name: , Address: d0:03:4b:14:43:c2, manufacturer data: 4c001005011045171b
Name: , Address: 5f:1b:7d:2f:13:58, manufacturer data: 4c001006131a68b4311d, txPower: 12
Name: , Address: 59:85:bf:3a:88:f5, manufacturer data: 4c0010051318fa571c
Name: , Address: 5a:c4:54:cf:6b:16, manufacturer data: 4c0010051118aae16d
Name: , Address: 4b:81:ef:91:e1:83, manufacturer data: 4c001005019842a352, txPower: 24
Name: , Address: 54:b6:5f:df:05:10, manufacturer data: 4c0010050318fbf7d8, txPower: 12
Name: , Address: 69:04:94:1c:a6:4e, manufacturer data: 4c0010051b1c2ab0d5
Name: , Address: 5f:66:d9:ff:f7:54
Name: , Address: 47:4d:88:b2:b4:0c, manufacturer data: 4c000c0e00c08174061229ef309517a4cac510065b1ee8fbbde8
Name: , Address: 5f:78:19:b3:0d:43, manufacturer data: 4c0010054b1cd18631, txPower: 12
Name: , Address: c8:eb:ed:d6:9e:38, appearance: 2000, manufacturer data: ee03389ed6edebc8, serviceUUID: 00006666-0000-1000-8000-00805f9b34fb
Name: , Address: 08:e6:cd:0c:5b:96, serviceUUID: 0000feaa-0000-1000-8000-00805f9b34fb
Name: , Address: 4d:70:29:62:c1:7a, manufacturer data: 4c001006131e6b3fcfe5, txPower: 12
Name: , Address: 54:1c:fc:0c:7e:b3, manufacturer data: 4c0010060a1e96cd2897, txPower: 12
Name: , Address: 0a:fc:3e:a6:d6:a1, manufacturer data: 060001092002721affdc4c14ba6c3b84cc9d3b5ef120daa5cd19c1c11a
Name: , Address: 50:96:96:ef:70:74, manufacturer data: 4c0010052318cea473, txPower: 7
Name: , Address: 4e:1f:d7:67:dd:e4, manufacturer data: 4c00100507182d88b5
Name: , Address: 4c:87:5d:22:33:bc, manufacturer data: 010a41002d78c4fe82, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 42:b7:c9:eb:65:7a, manufacturer data: 4c0010051718d59fd0
Name: , Address: 7c:64:56:99:56:fd, manufacturer data: 7500420401016e7c64569956fd7e64569956fc01000000000000
Name: , Address: 58:dd:ee:a3:26:65, manufacturer data: 4c0010051a18300c9e
Name: , Address: c8:eb:ed:d6:9e:38, appearance: 2000, manufacturer data: ee03389ed6edebc8, serviceUUID: 00006666-0000-1000-8000-00805f9b34fb
Name: , Address: 75:e4:f9:74:da:5d, manufacturer data: 4c001005511ce5939a, txPower: 12
Name: , Address: d0:03:4b:14:43:c2, manufacturer data: 4c001005011045171b
Name: , Address: 4e:a2:58:49:24:e9, manufacturer data: 4c000c0e00768bafd95b0396c2be74f60db910050b1c222165
Name: , Address: 76:6b:c5:e3:a5:1f, manufacturer data: 4c0010050318dd2bae
Name: , Address: c8:d0:83:a9:45:8c, manufacturer data: 4c0010050110577604
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 27:e4:2b:d4:b5:3d, manufacturer data: 4c0009060318c0a80186
Name: , Address: 31:8e:9f:36:17:22, manufacturer data: 4c0009060308c0a81004
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c000c0e008480d713b8bc206a00b0c03afb1005471c932219
Name: , Address: 54:9e:ab:88:66:48, manufacturer data: 4c001005131cee93ca
Name: , Address: 7d:5f:c6:10:33:52, manufacturer data: 4c001005671c087591, txPower: 8
Name: , Address: 9c:20:7b:cf:69:a2, manufacturer data: 4c0009060216c0a83490
Name: , Address: 4f:60:e3:25:e9:6e, manufacturer data: 4c001005131c434d7d
Name: , Address: 5a:c4:54:cf:6b:16, manufacturer data: 4c0010051118aae16d
Name: , Address: 6a:2d:97:77:6b:6f, manufacturer data: 4c00100513182aba89
Name: , Address: 4c:87:5d:22:33:bc, manufacturer data: 010a41002d78c4fe82, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 55:76:b9:1e:c8:bb, manufacturer data: 4c001005411c1c42c6, txPower: 12
Name: , Address: 59:9c:fe:52:4c:2b, manufacturer data: 4c0010062a1e1baa0052, txPower: 8
Name: , Address: 44:fb:59:d0:65:26, manufacturer data: 4c0010050b1c95812d
Name: , Address: 4d:a4:b8:fe:ba:6a, manufacturer data: 4c0010050318f73e9e
Name: , Address: 67:bf:bf:c6:28:79, manufacturer data: 4c0010062a1e59e5bf31, txPower: 7
Name: , Address: 6e:bb:8b:01:5f:66, manufacturer data: 4c0010050a1850134f
Name: , Address: 7c:64:56:99:56:fd, manufacturer data: 7500420401016e7c64569956fd7e64569956fc01000000000000
Name: , Address: c8:d0:83:ab:6e:ec, manufacturer data: 4c0010050110867d45
Name: , Address: 67:30:90:df:1c:64, manufacturer data: 4c0010051b1c6ff877
Name: , Address: 78:de:c1:fd:56:2a, manufacturer data: 4c001005031c2b96be
Name: , Address: c5:59:75:f2:64:5c, manufacturer data: 4c0012190035d99d4c1583053193462137472642849e1814fc73360300
Name: , Address: 70:f9:99:d7:d7:6f, manufacturer data: 4c000c0e00858007b9b792cfb8404b8af8d81005471c932219
Name: , Address: 46:f3:ab:a8:b1:89, manufacturer data: 4c001005131c1b11a0
Name: , Address: 5d:22:7c:7f:27:c3, manufacturer data: 4c0010050198c8b612, txPower: 24
Name: , Address: 6b:9d:66:ee:30:91, manufacturer data: 4c0010053a1cf63b16, txPower: 7
Name: , Address: 75:e4:f9:74:da:5d, manufacturer data: 4c001005511ce5939a, txPower: 12
Name: , Address: 6f:b4:f7:72:2e:3e, manufacturer data: 4c001006131adfc752f7, txPower: 12
Name: , Address: 52:69:ad:a7:6c:89, manufacturer data: 4c0010050b1cb3a194
Name: , Address: 7a:a0:1e:81:cc:da, manufacturer data: 010141026ce540fcb9, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
